RowIndex,Agent1,Agent2,CountryCode1,CountryCode2,Year,Theta1,Theta2,Lambda1,Lambda2,Prob_SQ,Prob_ACQ1,Prob_ACQ2,Prob_NEGO,Prob_CAP1,Prob_CAP2,Prob_WAR,Prediction,GroundTruth,PredictionCorrect,TotalProbability,U1_Acq1,U1_Acq2,U1_Cap1,U1_Cap2,U1_Nego,U1_SQ,U1_War1,U1_War2,U2_Acq1,U2_Acq2,U2_Cap1,U2_Cap2,U2_Nego,U2_SQ,U2_War1,U2_War2
35,RUSSIAN FEDERATION,None,365,678,1969,0,0,1,1,0.161058811,0.042520973,0.630074808,0.002423188,0.005491024,0.04850876,0.109922436,ACQ2,SQ,0,1,-1.19344,1.330309,-1.352336,1.246707,0.929293,0.099396,0.766243,0.686794,0.846599,-1.419862,0.818832,-2.140501,-0.7867,-0.383391,-1.535105,-1.174786
36,TRINIDAD AND TOBAGO,UNITED KINGDOM,52,200,1987,0,0,1,1,0.375123642,0.229678832,0.245117937,0.015727513,0.084988563,0.007708455,0.041655058,SQ,SQ,1,1,-1.439736,1.925305,-2.343838,1.856763,-1.117034,0.714732,-1.637627,-2.089677,1.900069,-1.4779,1.725438,-2.233568,-0.652556,0.603479,-1.582856,-1.205022
37,BELGIUM,NETHERLANDS,211,210,1963,0,0,1,1,0.057313789,0.510096983,0.043695554,0.171660478,0.115025716,0.061199267,0.041008213,ACQ1,SQ,0,1,0.893174,0.895225,0.405343,0.437244,0.894225,0.8942,0.192328,-0.051588,0.923885,0.921847,0.488482,0.408766,0.922839,0.922866,-0.025645,0.230896
38,COLOMBIA,UNITED STATES,100,2,1973,0,0,1,1,8.11E-06,0.450601574,9.89E-06,0.046098503,0.117830655,0.108392714,0.277058554,ACQ1,SQ,0,1,-0.926592,-0.212201,-1.469715,0.054588,-0.600203,-0.583942,-0.604975,-0.876537,-0.123536,-0.864117,0.332182,-1.0837,-0.286155,-0.507128,-0.050019,0.059772
39,PORTUGAL,RUSSIAN FEDERATION,235,365,1906,0,0,1,1,0.477503381,0.033100016,0.457671323,0.006282121,0.015916799,0.002695886,0.006830474,SQ,SQ,1,1,-1.009204,1.337109,-1.795854,1.289233,-0.508618,0.224399,-0.949818,-1.343143,1.351397,-0.998839,1.212027,-1.377759,0.460846,0.241795,-0.057443,0.132016
40,BARBADOS,FRANCE,53,220,1987,0,0,1,1,0.106762845,0.044704897,0.598092482,0.007673973,0.017583409,0.068417365,0.156765028,ACQ2,SQ,0,1,-1.693148,1.512848,-2.18724,1.611062,-0.071209,-0.194134,-0.220041,-0.467087,1.959054,-1.362236,1.985753,-2.224703,-0.905449,0.917241,-1.741216,-1.309983
41,FRANCE,None,220,678,1958,0,0,1,1,0.141034409,0.135482533,0.369004535,0.027103222,0.085397959,0.058295971,0.183681372,ACQ2,SQ,0,1,-1.408981,1.942449,-1.989096,1.604629,-0.001766,0.804553,-0.629643,-0.919701,1.162733,-1.771007,0.779231,-2.294342,-0.372595,-0.562431,-1.279433,-1.017765
42,FRANCE,UNITED STATES,220,2,1966,0,0,1,1,0.239751343,0.098586098,0.468864713,0.009870297,0.006757583,0.104574359,0.071595607,ACQ2,SQ,0,1,-0.251581,1.319722,-1.14436,1.254054,-0.083104,0.61245,-0.595161,-1.04155,0.074913,-1.155241,-0.476374,-1.255107,-0.047937,-0.583703,-0.699091,-0.649158
43,None,BELGIUM,300,211,1901,0,0,1,1,0.255564643,0.013982197,0.692562379,0.000518058,0.000913755,0.013191565,0.023267403,ACQ2,SQ,0,1,-0.734873,1.623527,-1.151804,1.254163,0.640237,0.633483,0.062408,-0.146058,1.080988,-1.157149,0.948271,-1.947647,-0.688254,-0.050058,-1.611468,-1.216219
44,CHINA,ZAMBIA,710,551,1975,0,0,1,1,0.230234321,0.026339378,0.667107541,0.002731209,0.004823267,0.024860707,0.043903577,ACQ2,SQ,0,1,-0.911403,1.185122,-1.042114,1.034373,0.911084,0.173417,0.694979,0.629624,0.304691,-1.369962,0.270231,-2.171251,-1.037189,-0.620513,-1.872937,-1.472293
45,UNITED KINGDOM,INDIA,200,750,1964,0,0,1,1,0.091486836,0.092681116,0.405270796,0.000481145,0.001827346,0.0850897,0.32316306,ACQ2,SQ,0,1,-1.372278,0.639912,-1.544844,1.018146,0.292677,-0.457116,0.584627,0.498344,0.925797,-1.248676,1.133881,-1.793464,-0.258831,-0.208675,-0.595534,-0.32314
46,RUSSIAN FEDERATION,THAILAND,365,800,1974,0,0,1,1,0.125928956,0.247173605,0.211589381,0.043972166,0.14704393,0.051632315,0.172659646,ACQ1,SQ,0,1,-1.077041,1.406783,-1.756214,1.330672,-0.280164,0.237234,-0.695861,-1.035448,1.492885,-1.011423,1.404803,-1.640137,-0.081607,0.352016,-0.798403,-0.484046
47,RUSSIAN FEDERATION,DENMARK,365,390,1869,0,0,1,1,0.237751098,0.016349317,0.697906948,0.002664366,0.004416529,0.015394079,0.025517663,ACQ2,SQ,0,1,-0.941794,1.237409,-1.073101,1.070823,0.951266,0.191766,0.719027,0.653374,1.464928,-0.754752,1.458475,-1.721099,-0.680052,0.474056,-1.652852,-1.169679
